VariableName,Form,VariableType,ShortDescriptor,DataType,AllowableCodes
NACCMMSE,c1,NACC derived variable,Total MMSE score (using D-L-R-O-W),Numeric longitudinal," 0 - 30
88 = Score not calculated; missing at least
one MMSE item
95 = Physical problem
96 = Cognitive/behavior problem
97 = Other problem
98 = Verbal refusal
-4 = Not available: UDS form submitted
did not collect data in this way, or a
skip pattern precludes response to this
question"
LOGIMO,c1,Original UDS question,"If this test has been administered to the subject within the past 3 months, specify the date previously administered (month)",Numeric longitudinal," 1 - 12
88 = Unknown
-4 = Not available: UDS form submitted
did not collect data in this way, or a
skip pattern precludes response to this
question"
LOGIDAY,c1,Original UDS question,"If this test has been administered to the subject within the past 3 months, specify the date previously administered (day)",Numeric longitudinal," 1 - 31
88 = Unknown
-4 = Not available: UDS form submitted
did not collect data in this way, or a
skip pattern precludes response to this
question"
LOGIYR,c1,Original UDS question,"If this test has been administered to the subject within the past 3 months, specify the date previously administered (year)",Numeric longitudinal," Current year or previous year
8888 = Unknown
-4 = Not available: UDS form submitted
did not collect data in this way, or a
skip pattern precludes response to this
question"
LOGIPREV,c1,Original UDS question,Total score from the previous test administration,Numeric longitudinal," 0 - 25
-4 = Not available: UDS form submitted
did not collect data in this way, or a
skip pattern precludes response to this
question"
LOGIMEM,c1,Original UDS question,Total number of story units recalled from this current test administration,Numeric longitudinal," 0 - 25
95 = Physical problem
96 = Cognitive/behavior problem
97 = Other problem
98 = Verbal refusal
-4 = Not available: UDS form submitted
did not collect data in this way, or a
skip pattern precludes response to this
question"
MEMUNITS,c1,Original UDS question,Logical Memory IIA - Delayed - Total number of story units recalled,Numeric longitudinal," 0 - 25
95 = Physical problem
96 = Cognitive/behavior problem
97 = Other problem
98 = Verbal refusal
-4 = Not available: UDS form submitted
did not collect data in this way, or a
skip pattern precludes response to this
question"
MEMTIME,c1,Original UDS question,Logical Memory IIA - Delayed - Time elapsed since Logical Memory IA - Immediate,Numeric longitudinal," 0 - 85
99 = Unknown
-4 = Not available: UDS form submitted
did not collect data in this way, or a
skip pattern precludes response to this
question"
DIGIF,c1,Original UDS question,Digit span forward trials correct,Numeric longitudinal," 0 - 12
95 = Physical problem
96 = Cognitive/behavior problem
97 = Other problem
98 = Verbal refusal
-4 = Not available: UDS form submitted
did not collect data in this way, or a
skip pattern precludes response to this
question"
DIGIFLEN,c1,Original UDS question,Digit span forward length,Numeric longitudinal," 0-8
95 = Physical problem
96 = Cognitive/behavior problem
97 = Other problem
98 = Verbal refusal
-4 = Not available: UDS form submitted
did not collect data in this way, or a
skip pattern precludes response to this
question"
DIGIB,c1,Original UDS question,Digit span backward trials correct,Numeric longitudinal," 0 - 12
95 = Physical problem
96 = Cognitive/behavior problem
97 = Other problem
98 = Verbal refusal
-4 = Not available: UDS form submitted
did not collect data in this way, or a
skip pattern precludes response to this
question"
DIGIBLEN,c1,Original UDS question,Digit span backward length,Numeric longitudinal," 0-8
95 = Physical problem
96 = Cognitive/behavior problem
97 = Other problem
98 = Verbal refusal
-4 = Not available: UDS form submitted
did not collect data in this way, or a
skip pattern precludes response to this
question"
WAIS,c1,Original UDS question,WAIS-R Digit Symbol,Numeric longitudinal," 0-93
95 = Physical problem
96 = Cognitive/behavior problem
97 = Other problem
98 = Verbal refusal
-4 = Not available: UDS form submitted
did not collect data in this way, or a
skip pattern precludes response to this
question"
BOSTON,c1,Original UDS question,Boston Naming Test (30) - Total score,Numeric longitudinal," 0 - 30
95 = Physical problem
96 = Cognitive/behavior problem
97 = Other problem
98 = Verbal refusal
-4 = Not available: UDS form submitted
did not collect data in this way, or a
skip pattern precludes response to this
question"
NACCC1,c1,NACC derived variable,Form date discrepancy between UDS Form A1 and Form C1,Numeric longitudinal," 0 = UDS Form C1 completed within 90 days of Form A1
1 = UDS Form C1 completed >90 days before or after Form A1
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to
this question"
MOCACOMP,c2,Original UDS question,Was any part of MoCA administered?,Numeric longitudinal," 0 = No		 
1 = Yes
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
MOCAREAS,c2,Original UDS question,"If no part of MoCA administered, 
reason code",Numeric longitudinal," 95 = Physical problem	 
96 = Cognitive/behavior problem
97 = Other problem
98 = Verbal refusal
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
MOCALOC,c2,Original UDS question,Where was MoCA administered?,Numeric longitudinal," 1 = In ADC or Clinic	 
2 = In Home
3 = In-person - other
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
MOCALAN,c2,Original UDS question,Language of MoCA administration,Numeric longitudinal," 1 = English	 
2 = Spanish
3 = Other
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
MOCALANX,c2,Original UDS question,"Language of MoCA administration - 
Other, specify",Character longitudinal, Any text or numbers
MOCAVIS,c2,Original UDS question,"Subject was unable to complete one or 	
more sections due to visual impairment",Numeric longitudinal," 0 = No
1 = Yes 
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
MOCAHEAR,c2,Original UDS question,"Subject was unable to complete one or 
more sections due to hearing impairment",Numeric longitudinal," 0 = No 
1 = Yes
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
MOCATOTS,c2,Original UDS question,MoCA Total Raw Score - uncorrected,Numeric longitudinal," 0 - 30	 
88 = Item(s) or whole test not administered
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
NACCMOCA,c2,NACC derived variable,MoCA Total Score - corrected for education,Numeric longitudinal," 0 - 30	 
88 = Item(s) or whole test not administered
99=Years of education missing/unknown
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
MOCATRAI,c2,Original UDS question,MoCA: Visuospatial/executive - Trails,Numeric longitudinal," 0 - 1	 
95 = Physical problem
96 = Cognitive/behavior problem
97 = Other problem
98 = Verbal refusal
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
MOCACUBE,c2,Original UDS question,MoCA: Visuospatial/executive - Cube,Numeric longitudinal," 0 - 1	 
95 = Physical problem
96 = Cognitive/behavior problem
97 = Other problem
98 = Verbal refusal
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
MOCACLOC,c2,Original UDS question,"MoCA: Visuospatial/executive - 
Clock contour",Numeric longitudinal," 0 - 1	 
95 = Physical problem
96 = Cognitive/behavior problem
97 = Other problem
98 = Verbal refusal
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
MOCACLON,c2,Original UDS question,"MoCA: Visuospatial/executive - 
Clock numbers",Numeric longitudinal," 0 - 1	 
95 = Physical problem
96 = Cognitive/behavior problem
97 = Other problem
98 = Verbal refusal
-4 = Not available: UDS form submitted did not collect data in this way, or a skip pattern precludes response to this question"
